from_patch,to_patch,length_km
p53,p67,49.690
p53,p68,40.062
p53,p69,31.427
p53,p70,24.845
p53,p71,22.222
p53,p72,24.845
p53,p73,84.620
p53,p74,74.536
p53,p75,64.788
p53,p76,55.556
p53,p77,47.140
p53,p78,40.062
p53,p79,35.136
p53,p80,33.333
p54,p55,89.581
p54,p56,78.567
p54,p57,67.586
p54,p58,56.656
p54,p59,45.812
p54,p60,35.136
p54,p61,24.845
p54,p62,15.713
p54,p63,11.111
p54,p64,91.625
p54,p65,80.890
p54,p66,70.273
p54,p67,59.835
p54,p68,49.690
p54,p69,40.062
p54,p70,31.427
p54,p71,24.845
p54,p72,22.222
p54,p73,94.933
p54,p74,84.620
p54,p75,74.536
p54,p76,64.788
p54,p77,55.556
p54,p78,47.140
p54,p79,40.062
p54,p80,35.136
p55,p56,11.111
p55,p57,22.222
p55,p58,33.333
p55,p59,44.444
p55,p60,55.556
p55,p61,66.667
p55,p62,77.778
p55,p63,88.889
p55,p64,11.111
p55,p65,15.713
p55,p66,24.845
p55,p67,35.136
p55,p68,45.812
p55,p69,56.656
p55,p70,67.586
p55,p71,78.567
p55,p72,89.581
p55,p73,22.222
p55,p74,24.845
p55,p75,31.427
p55,p76,40.062
p55,p77,49.690
p55,p78,59.835
p55,p79,70.273
p55,p80,80.890
p56,p57,11.111
p56,p58,22.222
p56,p59,33.333
p56,p60,44.444
p56,p61,55.556
p56,p62,66.667
p56,p63,77.778
p56,p64,15.713
p56,p65,11.111
p56,p66,15.713
p56,p67,24.845
p56,p68,35.136
p56,p69,45.812
p56,p70,56.656
p56,p71,67.586
p56,p72,78.567
p56,p73,24.845
p56,p74,22.222
p56,p75,24.845
p56,p76,31.427
p56,p77,40.062
p56,p78,49.690
p56,p79,59.835
p56,p80,70.273
p57,p58,11.111
p57,p59,22.222
p57,p60,33.333
p57,p61,44.444
p57,p62,55.556
p57,p63,66.667
p57,p64,24.845
p57,p65,15.713
p57,p66,11.111
p57,p67,15.713
p57,p68,24.845
p57,p69,35.136
p57,p70,45.812
p57,p71,56.656
p57,p72,67.586
p57,p73,31.427
p57,p74,24.845
p57,p75,22.222
p57,p76,24.845
p57,p77,31.427
p57,p78,40.062
p57,p79,49.690
p57,p80,59.835
p58,p59,11.111
p58,p60,22.222
p58,p61,33.333
p58,p62,44.444
p58,p63,55.556
p58,p64,35.136
p58,p65,24.845
p58,p66,15.713
p58,p67,11.111
p58,p68,15.713
p58,p69,24.845
p58,p70,35.136
p58,p71,45.812
p58,p72,56.656
p58,p73,40.062
p58,p74,31.427
p58,p75,24.845
p58,p76,22.222
p58,p77,24.845
p58,p78,31.427
p58,p79,40.062
p58,p80,49.690
p59,p60,11.111
p59,p61,22.222
p59,p62,33.333
p59,p63,44.444
p59,p64,45.812
p59,p65,35.136
p59,p66,24.845
p59,p67,15.713
p59,p68,11.111
p59,p69,15.713
p59,p70,24.845
p59,p71,35.136
p59,p72,45.812
p59,p73,49.690
p59,p74,40.062
p59,p75,31.427
p59,p76,24.845
p59,p77,22.222
p59,p78,24.845
p59,p79,31.427
p59,p80,40.062
p60,p61,11.111
p60,p62,22.222
p60,p63,33.333
p60,p64,56.656
p60,p65,45.812
p60,p66,35.136
p60,p67,24.845
p60,p68,15.713
p60,p69,11.111
p60,p70,15.713
p60,p71,24.845
p60,p72,35.136
p60,p73,59.835
p60,p74,49.690
p60,p75,40.062
p60,p76,31.427
p60,p77,24.845
p60,p78,22.222
p60,p79,24.845
p60,p80,31.427
p61,p62,11.111
p61,p63,22.222
p61,p64,67.586
p61,p65,56.656
p61,p66,45.812
p61,p67,35.136
p61,p68,24.845
p61,p69,15.713
p61,p70,11.111
p61,p71,15.713
p61,p72,24.845
p61,p73,70.273
p61,p74,59.835
p61,p75,49.690
p61,p76,40.062
p61,p77,31.427
p61,p78,24.845
p61,p79,22.222
p61,p80,24.845
p62,p63,11.111
p62,p64,78.567
p62,p65,67.586
p62,p66,56.656
p62,p67,45.812
p62,p68,35.136
p62,p69,24.845
p62,p70,15.713
p62,p71,11.111
p62,p72,15.713
p62,p73,80.890
p62,p74,70.273
p62,p75,59.835
p62,p76,49.690
p62,p77,40.062
p62,p78,31.427
p62,p79,24.845
p62,p80,22.222
p63,p64,89.581
p63,p65,78.567
p63,p66,67.586
p63,p67,56.656
p63,p68,45.812
p63,p69,35.136
p63,p70,24.845
p63,p71,15.713
p63,p72,11.111
p63,p73,91.625
p63,p74,80.890
p63,p75,70.273
p63,p76,59.835
p63,p77,49.690
p63,p78,40.062
p63,p79,31.427
p63,p80,24.845
p64,p65,11.111
p64,p66,22.222
p64,p67,33.333
p64,p68,44.444
p64,p69,55.556
p64,p70,66.667
p64,p71,77.778
p64,p72,88.889
p64,p73,11.111
p64,p74,15.713
p64,p75,24.845
p64,p76,35.136
p64,p77,45.812
p64,p78,56.656
p64,p79,67.586
p64,p80,78.567
p65,p66,11.111
p65,p67,22.222
p65,p68,33.333
p65,p69,44.444
p65,p70,55.556
p65,p71,66.667
p65,p72,77.778
p65,p73,15.713
p65,p74,11.111
p65,p75,15.713
p65,p76,24.845
p65,p77,35.136
p65,p78,45.812
p65,p79,56.656
p65,p80,67.586
p66,p67,11.111
p66,p68,22.222
p66,p69,33.333
p66,p70,44.444
p66,p71,55.556
p66,p72,66.667
p66,p73,24.845
p66,p74,15.713
p66,p75,11.111
p66,p76,15.713
p66,p77,24.845
p66,p78,35.136
p66,p79,45.812
p66,p80,56.656
p67,p68,11.111
p67,p69,22.222
p67,p70,33.333
p67,p71,44.444
p67,p72,55.556
p67,p73,35.136
p67,p74,24.845
p67,p75,15.713
p67,p76,11.111
p67,p77,15.713
p67,p78,24.845
p67,p79,35.136
p67,p80,45.812
p68,p69,11.111
p68,p70,22.222
p68,p71,33.333
p68,p72,44.444
p68,p73,45.812
p68,p74,35.136
p68,p75,24.845
p68,p76,15.713
p68,p77,11.111
p68,p78,15.713
p68,p79,24.845
p68,p80,35.136
p69,p70,11.111
p69,p71,22.222
p69,p72,33.333
p69,p73,56.656
p69,p74,45.812
p69,p75,35.136
p69,p76,24.845
p69,p77,15.713
p69,p78,11.111
p69,p79,15.713
p69,p80,24.845
p70,p71,11.111
p70,p72,22.222
p70,p73,67.586
p70,p74,56.656
p70,p75,45.812
p70,p76,35.136
p70,p77,24.845
p70,p78,15.713
p70,p79,11.111
p70,p80,15.713
p71,p72,11.111
p71,p73,78.567
p71,p74,67.586
p71,p75,56.656
p71,p76,45.812
p71,p77,35.136
p71,p78,24.845
p71,p79,15.713
p71,p80,11.111
p72,p73,89.581
p72,p74,78.567
p72,p75,67.586
p72,p76,56.656
p72,p77,45.812
p72,p78,35.136
p72,p79,24.845
p72,p80,15.713
p73,p74,11.111
p73,p75,22.222
p73,p76,33.333
p73,p77,44.444
p73,p78,55.556
p73,p79,66.667
p73,p80,77.778
p74,p75,11.111
p74,p76,22.222
p74,p77,33.333
p74,p78,44.444
p74,p79,55.556
p74,p80,66.667
p75,p76,11.111
p75,p77,22.222
p75,p78,33.333
p75,p79,44.444
p75,p80,55.556
p76,p77,11.111
p76,p78,22.222
p76,p79,33.333
p76,p80,44.444
p77,p78,11.111
p77,p79,22.222
p77,p80,33.333
p78,p79,11.111
p78,p80,22.222
p79,p80,11.111
